code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
BBB,2014B,444821,F,South Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn
BBB,2014B,444847,F,London Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass
BBB,2014B,444856,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,120,N,Fail
BBB,2014B,444858,F,Wales,Lower Than A Level,80-90%,35-55,0,60,N,Pass
BBB,2014B,444872,F,South Region,Lower Than A Level,40-50%,0-35,1,120,Y,Fail
BBB,2014B,444907,F,London Region,A Level or Equivalent,30-40%,0-35,0,270,N,Withdrawn
BBB,2014B,444909,F,North Western Region,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn
BBB,2014B,444925,F,London Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn
BBB,2014B,444926,F,East Midlands Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass
BBB,2014B,444943,F,South Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass
BBB,2014B,444960,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
BBB,2014B,445049,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,120,N,Distinction
BBB,2014B,445065,F,South East Region,Lower Than A Level,80-90%,35-55,0,120,N,Distinction
BBB,2014B,445086,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass
BBB,2014B,445109,F,South East Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass
BBB,2014B,445114,F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
BBB,2014B,445125,F,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
BBB,2014B,445134,F,Wales,Lower Than A Level,40-50%,0-35,1,120,N,Fail
BBB,2014B,445136,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
BBB,2014B,445145,F,South West Region,Lower Than A Level,30-40%,35-55,0,120,N,Withdrawn
BBB,2014B,445230,F,Wales,Lower Than A Level,20-30%,0-35,0,240,Y,Withdrawn
BBB,2014B,445239,F,Scotland,HE Qualification,50-60%,35-55,1,120,Y,Fail
BBB,2014B,445351,F,North Western Region,Lower Than A Level,60-70%,0-35,0,120,N,Withdrawn
BBB,2014B,445386,F,South Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass
BBB,2014B,445410,F,South West Region,A Level or Equivalent,40-50%,0-35,0,120,N,Distinction
BBB,2014B,445415,F,North Western Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass
BBB,2014B,445429,F,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction
BBB,2014B,445451,F,London Region,Lower Than A Level,0-10%,0-35,0,60,Y,Fail
BBB,2014B,445459,F,South West Region,No Formal quals,30-40%,0-35,0,120,N,Fail
BBB,2014B,445474,M,South Region,HE Qualification,30-40%,0-35,0,60,N,Withdrawn
BBB,2014B,445494,F,Wales,Lower Than A Level,0-10%,35-55,1,120,N,Fail
BBB,2014B,445573,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
BBB,2014B,445595,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,90,N,Withdrawn
BBB,2014B,445605,F,North Western Region,Lower Than A Level,0-10%,0-35,0,180,N,Withdrawn
BBB,2014B,445647,F,North Region,A Level or Equivalent,20-Oct,0-35,0,120,N,Fail
BBB,2014B,445686,F,Wales,Lower Than A Level,40-50%,0-35,1,120,N,Fail
BBB,2014B,445728,F,North Region,Lower Than A Level,30-40%,35-55,0,60,N,Fail
BBB,2014B,445749,F,South East Region,A Level or Equivalent,80-90%,35-55,0,120,N,Distinction
BBB,2014B,445760,F,South Region,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn
BBB,2014B,445774,M,West Midlands Region,A Level or Equivalent,,0-35,0,180,N,Pass
BBB,2014B,445776,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,240,N,Fail
BBB,2014B,445777,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
BBB,2014B,445782,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction
BBB,2014B,445785,F,Yorkshire Region,HE Qualification,60-70%,0-35,0,60,N,Pass
BBB,2014B,445818,F,South Region,A Level or Equivalent,20-30%,35-55,1,120,N,Fail
BBB,2014B,445857,F,East Midlands Region,Lower Than A Level,80-90%,0-35,1,180,N,Pass
BBB,2014B,445889,M,North Region,HE Qualification,80-90%,0-35,0,70,N,Distinction
BBB,2014B,445917,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,180,N,Pass
BBB,2014B,445921,F,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
BBB,2014B,445930,F,North Western Region,Lower Than A Level,40-50%,0-35,0,120,Y,Pass
BBB,2014B,445947,F,North Western Region,Lower Than A Level,0-10%,0-35,1,120,N,Fail
BBB,2014B,445972,F,Wales,Lower Than A Level,20-30%,35-55,0,75,N,Withdrawn
BBB,2014B,446045,F,East Midlands Region,A Level or Equivalent,20-Oct,0-35,0,180,N,Fail
BBB,2014B,446077,F,North Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn
BBB,2014B,446097,F,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,150,N,Pass
BBB,2014B,446108,F,West Midlands Region,A Level or Equivalent,20-Oct,0-35,0,180,N,Withdrawn
BBB,2014B,446145,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn
BBB,2014B,446246,M,London Region,A Level or Equivalent,40-50%,35-55,0,120,N,Withdrawn
BBB,2014B,446247,F,South Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn
BBB,2014B,446279,M,East Anglian Region,Lower Than A Level,80-90%,35-55,0,120,N,Withdrawn
BBB,2014B,446295,F,Scotland,HE Qualification,0-10%,0-35,0,60,N,Fail
BBB,2014B,446296,F,Scotland,A Level or Equivalent,20-Oct,0-35,0,120,N,Pass
BBB,2014B,446324,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass
BBB,2014B,446345,F,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
BBB,2014B,446357,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn
BBB,2014B,446397,M,Ireland,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction
BBB,2014B,446439,F,North Western Region,HE Qualification,60-70%,35-55,0,60,N,Pass
BBB,2014B,446440,F,Scotland,Lower Than A Level,70-80%,35-55,1,120,N,Fail
BBB,2014B,446448,F,Scotland,A Level or Equivalent,70-80%,0-35,1,120,N,Distinction
BBB,2014B,446479,F,Wales,Lower Than A Level,20-30%,35-55,0,60,Y,Pass
BBB,2014B,446619,F,South West Region,HE Qualification,70-80%,35-55,0,180,N,Withdrawn
BBB,2014B,446628,F,Scotland,HE Qualification,20-30%,0-35,0,120,N,Withdrawn
BBB,2014B,446650,F,London Region,Lower Than A Level,30-40%,0-35,1,120,N,Withdrawn
BBB,2014B,446730,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction
BBB,2014B,446746,F,South Region,Lower Than A Level,60-70%,0-35,0,150,Y,Fail
BBB,2014B,446755,F,East Midlands Region,A Level or Equivalent,80-90%,35-55,1,180,N,Pass
BBB,2014B,446761,F,South East Region,Lower Than A Level,20-Oct,0-35,0,120,N,Withdrawn
BBB,2014B,446778,F,North Western Region,Lower Than A Level,40-50%,0-35,1,180,N,Withdrawn
BBB,2014B,446814,M,Wales,HE Qualification,80-90%,0-35,0,60,N,Pass
BBB,2014B,446825,F,East Midlands Region,Lower Than A Level,30-40%,35-55,1,120,N,Pass
BBB,2014B,446836,F,South West Region,Lower Than A Level,40-50%,35-55,0,120,N,Withdrawn
BBB,2014B,446856,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,120,N,Distinction
BBB,2014B,446873,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,90,N,Pass
BBB,2014B,447007,F,Wales,Lower Than A Level,60-70%,0-35,0,60,N,Pass
BBB,2014B,447036,F,Scotland,Lower Than A Level,30-40%,0-35,1,120,Y,Fail
BBB,2014B,447059,F,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail
BBB,2014B,447086,F,London Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
BBB,2014B,447124,F,South Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail
BBB,2014B,447127,F,North Western Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
BBB,2014B,447162,F,Ireland,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn
BBB,2014B,447184,F,South Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass
BBB,2014B,447235,F,South Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
BBB,2014B,447242,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail
BBB,2014B,447265,F,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
BBB,2014B,447292,F,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction
BBB,2014B,447306,F,Ireland,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn
BBB,2014B,447324,F,South West Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass
BBB,2014B,447374,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn
BBB,2014B,447393,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
BBB,2014B,447459,F,Ireland,A Level or Equivalent,20-Oct,35-55,1,120,N,Pass
BBB,2014B,447475,F,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn
BBB,2014B,447481,F,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Fail
BBB,2014B,447510,F,Scotland,HE Qualification,40-50%,0-35,1,120,N,Fail
BBB,2014B,447516,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass
BBB,2014B,447644,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
BBB,2014B,447659,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Withdrawn
BBB,2014B,447695,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
BBB,2014B,447759,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
BBB,2014B,447782,F,Ireland,A Level or Equivalent,50-60%,0-35,0,120,N,Pass
BBB,2014B,447790,F,Wales,Lower Than A Level,30-40%,0-35,1,120,N,Pass
BBB,2014B,448370,F,Ireland,Lower Than A Level,60-70%,0-35,0,60,N,Fail
BBB,2014B,464236,F,North Western Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
BBB,2014B,464522,F,Scotland,HE Qualification,60-70%,35-55,0,75,Y,Pass
BBB,2014B,464525,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Withdrawn
BBB,2014B,464592,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,1,120,N,Withdrawn
BBB,2014B,464596,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,Fail
BBB,2014B,464615,F,East Midlands Region,Lower Than A Level,30-40%,35-55,0,90,N,Pass
BBB,2014B,464616,F,Yorkshire Region,HE Qualification,80-90%,0-35,0,120,N,Pass
BBB,2014B,464685,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,120,N,Fail
BBB,2014B,464724,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
BBB,2014B,464732,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn
BBB,2014B,464748,F,South East Region,A Level or Equivalent,20-Oct,0-35,1,120,N,Fail
BBB,2014B,464755,F,London Region,Lower Than A Level,20-30%,35-55,0,180,Y,Withdrawn
BBB,2014B,464780,F,East Anglian Region,No Formal quals,20-30%,0-35,0,60,N,Withdrawn
BBB,2014B,464785,F,Scotland,HE Qualification,50-60%,0-35,0,60,N,Pass
BBB,2014B,464887,F,London Region,Lower Than A Level,20-Oct,0-35,0,60,N,Withdrawn
BBB,2014B,464924,F,East Anglian Region,No Formal quals,30-40%,0-35,0,60,N,Pass
BBB,2014B,464957,F,North Western Region,Lower Than A Level,20-30%,0-35,1,180,N,Fail
BBB,2014B,464968,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail
BBB,2014B,464981,F,North Region,HE Qualification,30-40%,0-35,0,120,N,Withdrawn
BBB,2014B,465009,F,London Region,A Level or Equivalent,20-Oct,0-35,1,120,N,Withdrawn
BBB,2014B,465068,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction
BBB,2014B,465078,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
BBB,2014B,465121,M,South West Region,HE Qualification,70-80%,35-55,0,180,N,Distinction
BBB,2014B,465175,F,North Region,Lower Than A Level,20-30%,0-35,0,120,N,Distinction
BBB,2014B,465194,F,Scotland,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn
BBB,2014B,465245,F,North Western Region,HE Qualification,20-Oct,0-35,0,60,N,Fail
BBB,2014B,465260,F,West Midlands Region,Lower Than A Level,20-Oct,35-55,1,120,N,Withdrawn
BBB,2014B,465281,F,Yorkshire Region,Lower Than A Level,80-90%,0-35,1,120,N,Withdrawn
BBB,2014B,465294,F,Wales,Lower Than A Level,20-Oct,0-35,0,120,N,Pass
BBB,2014B,465312,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Distinction
BBB,2014B,465331,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail
BBB,2014B,465369,F,Wales,Lower Than A Level,20-30%,35-55,0,60,N,Fail
BBB,2014B,465392,F,South East Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass
BBB,2014B,465399,F,Wales,Lower Than A Level,20-Oct,0-35,0,60,N,Withdrawn
BBB,2014B,465406,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn
BBB,2014B,465413,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,180,Y,Withdrawn
BBB,2014B,465418,F,South East Region,HE Qualification,60-70%,35-55,1,120,N,Pass
BBB,2014B,465421,F,Wales,A Level or Equivalent,40-50%,35-55,1,120,N,Fail
BBB,2014B,465430,M,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn
BBB,2014B,465441,F,London Region,HE Qualification,20-30%,0-35,0,90,N,Pass
BBB,2014B,465517,F,South East Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
BBB,2014B,465564,F,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn
BBB,2014B,465567,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn
BBB,2014B,465577,F,West Midlands Region,Lower Than A Level,20-Oct,0-35,0,60,N,Fail
BBB,2014B,465599,F,North Western Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn
BBB,2014B,465619,M,London Region,Lower Than A Level,20-30%,35-55,0,120,N,Withdrawn
BBB,2014B,465629,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
BBB,2014B,465719,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn
BBB,2014B,465724,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
BBB,2014B,465727,F,Scotland,HE Qualification,50-60%,0-35,0,60,N,Distinction
BBB,2014B,465730,F,Wales,A Level or Equivalent,0-10%,35-55,0,60,N,Fail
BBB,2014B,465732,F,East Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail
BBB,2014B,465764,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,Y,Fail
BBB,2014B,465777,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail
BBB,2014B,465789,F,West Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn
BBB,2014B,465843,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
BBB,2014B,465845,F,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
BBB,2014B,465893,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail
BBB,2014B,465900,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction
BBB,2014B,465952,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
BBB,2014B,466037,F,Wales,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
BBB,2014B,466120,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction
BBB,2014B,466158,F,Scotland,A Level or Equivalent,20-30%,35-55,0,75,N,Pass
BBB,2014B,466202,F,North Western Region,HE Qualification,50-60%,35-55,0,60,N,Pass
BBB,2014B,466203,F,Scotland,Lower Than A Level,20-30%,35-55,0,60,N,Fail
BBB,2014B,466216,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
BBB,2014B,466230,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
BBB,2014B,466248,M,Ireland,A Level or Equivalent,40-50%,0-35,1,120,N,Pass
BBB,2014B,466289,F,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
BBB,2014B,466329,F,Ireland,A Level or Equivalent,0-10%,0-35,1,120,Y,Pass
BBB,2014B,466347,F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
BBB,2014B,466360,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail
BBB,2014B,466372,M,Wales,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
BBB,2014B,466377,F,Wales,Lower Than A Level,20-Oct,0-35,0,60,N,Pass
BBB,2014B,466425,F,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
BBB,2014B,466430,F,London Region,HE Qualification,20-30%,0-35,0,60,N,Withdrawn
BBB,2014B,466477,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Fail
BBB,2014B,466508,F,Yorkshire Region,HE Qualification,30-40%,0-35,0,60,N,Withdrawn
BBB,2014B,466539,F,Wales,Lower Than A Level,0-10%,0-35,0,75,Y,Fail
BBB,2014B,466576,F,Ireland,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
BBB,2014B,466582,F,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass
BBB,2014B,466599,F,Wales,HE Qualification,70-80%,35-55,0,120,N,Pass
BBB,2014B,466714,F,Scotland,A Level or Equivalent,20-Oct,0-35,0,60,N,Withdrawn
BBB,2014B,466717,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,120,N,Fail
BBB,2014B,466800,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
BBB,2014B,466807,F,North Western Region,Lower Than A Level,20-Oct,0-35,0,60,N,Pass
BBB,2014B,466810,F,East Anglian Region,No Formal quals,20-30%,0-35,0,60,N,Fail
BBB,2014B,466828,F,East Anglian Region,HE Qualification,30-40%,0-35,0,60,N,Pass
BBB,2014B,466854,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
BBB,2014B,466856,F,East Midlands Region,HE Qualification,30-40%,0-35,0,60,N,Withdrawn
BBB,2014B,466880,F,Wales,Lower Than A Level,80-90%,0-35,0,60,N,Fail
BBB,2014B,466892,F,East Midlands Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass
BBB,2014B,466900,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
BBB,2014B,466956,F,Wales,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
BBB,2014B,466959,F,East Anglian Region,HE Qualification,30-40%,0-35,0,60,N,Pass
BBB,2014B,466961,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
BBB,2014B,466973,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,90,N,Pass
BBB,2014B,466987,F,South East Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn
BBB,2014B,466990,F,East Anglian Region,A Level or Equivalent,20-Oct,0-35,0,60,N,Distinction
BBB,2014B,467035,F,North Region,Lower Than A Level,60-70%,35-55,0,60,N,Fail
BBB,2014B,467100,F,South West Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
BBB,2014B,467144,M,South Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
BBB,2014B,467179,F,East Anglian Region,HE Qualification,30-40%,0-35,0,120,N,Distinction
BBB,2014B,467230,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
BBB,2014B,467243,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Pass
BBB,2014B,467291,M,London Region,HE Qualification,0-10%,35-55,0,60,N,Distinction
BBB,2014B,467292,F,Wales,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
BBB,2014B,467294,F,Wales,Lower Than A Level,60-70%,35-55,0,60,N,Pass
BBB,2014B,467302,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
BBB,2014B,467303,M,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
BBB,2014B,467312,F,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
BBB,2014B,467330,M,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction
BBB,2014B,467363,F,South Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass
BBB,2014B,467381,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
BBB,2014B,467396,M,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
BBB,2014B,467413,M,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
BBB,2014B,467416,F,Yorkshire Region,No Formal quals,0-10%,0-35,0,60,N,Withdrawn
BBB,2014B,467504,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
BBB,2014B,467506,F,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction
BBB,2014B,467524,F,London Region,A Level or Equivalent,20-Oct,0-35,0,60,Y,Withdrawn
BBB,2014B,467580,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,Y,Pass
BBB,2014B,467582,F,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
BBB,2014B,467606,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
BBB,2014B,467685,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
BBB,2014B,467700,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail
BBB,2014B,467721,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
BBB,2014B,467725,F,North Western Region,Lower Than A Level,20-Oct,0-35,0,60,Y,Fail
BBB,2014B,467753,F,South East Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
BBB,2014B,467756,F,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail
BBB,2014B,467776,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
BBB,2014B,467822,F,London Region,Lower Than A Level,20-30%,0-35,0,60,Y,Withdrawn
BBB,2014B,467835,F,Wales,Lower Than A Level,0-10%,0-35,0,120,N,Fail
BBB,2014B,467854,F,East Midlands Region,Lower Than A Level,20-Oct,0-35,0,60,N,Withdrawn
BBB,2014B,467893,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,120,N,Fail
BBB,2014B,467894,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
BBB,2014B,467901,F,North Western Region,HE Qualification,0-10%,0-35,0,60,N,Withdrawn
BBB,2014B,468021,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail
BBB,2014B,468120,F,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction
BBB,2014B,468187,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Fail
BBB,2014B,468349,F,South Region,Lower Than A Level,20-Oct,0-35,0,120,N,Pass
BBB,2014B,468386,F,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
BBB,2014B,468482,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail
BBB,2014B,468497,F,North Western Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn
BBB,2014B,468529,F,London Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn
